time_msec,throughput,current_buffer,current_playing_segment
61176,184.381,0,5
61303,182.929,0,5
61430,184.381,0,5
61557,182.929,0,5
61684,184.381,0,5
61811,182.929,0,5
61938,184.381,0,5
62065,182.929,0,5
62191,278.784,0,5
62317,184.381,0,5
62442,185.856,0,5
62568,185.856,0,5
62694,184.381,0,5
62819,187.355,0,5
62945,185.856,0,5
63071,184.381,0,5
63196,187.355,0,5
63321,278.784,0,5
63446,187.355,0,5
63571,187.355,0,5
63698,182.929,0,5
63830,177.344,0,5
63959,180.093,0,5
64089,178.708,0,5
64219,180.093,0,5
64346,182.929,0,5
64473,184.381,0,5
64606,262.015,0,5
64729,190.426,0,5
64857,181.5,0,5
64989,177.344,0,5
65107,198.564,0,5
65232,187.355,0,5
65359,182.929,0,5
65485,185.856,0,5
65611,184.381,0,5
65743,354.687,0,5
65866,188.878,0,5
65988,192,0,5
66111,188.878,0,5
66233,192,0,5
66355,192,0,5
66478,190.426,0,5
66600,190.426,0,5
66723,188.878,0,5
66843,292.84,0,5
66964,192,0,5
67086,192,0,5
67207,192,0,5
67328,193.6,0,5
67449,193.6,0,5
67570,192,0,5
67692,192,0,5
67813,192,0,5
67933,290.4,0,5
68053,193.6,0,5
68173,195.227,0,5
68293,195.227,0,5
68413,195.227,0,5
68534,192,0,5
68653,196.881,0,5
68773,193.6,0,5
68893,195.227,0,5
69000,325.682,0,5
69107,217.121,0,5
69213,221.257,0,5
69320,219.17,0,5
69426,219.17,0,5
69533,219.17,0,5
69643,213.138,0,5
69746,225.553,0,5
69853,219.17,0,5
69959,221.257,0,5
70066,219.17,0,5
70181,404.035,0,5
70296,303.026,0,5
70411,303.026,0,5
70526,305.684,0,5
70640,308.389,0,5
70755,303.026,0,5
70870,303.026,0,5
70985,305.684,0,5
71099,305.684,0,5
71214,305.684,0,5
71342,457.323,0,5
71466,374.71,0,5
71581,407.579,0,5
71700,390.454,0,5
71819,393.763,0,5
71939,387.2,0,5
72058,393.763,0,5
72178,387.2,0,5
72297,393.763,0,5
72406,532.844,0,5
72529,476.066,0,5
72651,480,0,5
72773,476.066,0,5
72896,472.195,0,5
73018,476.066,0,5
73140,480,0,5
73262,476.066,0,5
73389,460.952,0,5
73492,338.33,0,5
73606,611.368,0,5
73712,553.143,0,5
73820,542.804,0,5
73925,558.462,0,5
74031,547.925,0,5
74138,542.804,0,5
74243,553.143,0,5
74348,558.462,0,5
74453,558.462,0,5
74556,563.883,0,5
74663,547.925,0,5
74787,655.742,0,5
74901,713.263,0,5
75009,868.486,0,5
75120,627.892,0,5
75233,622.286,0,5
75341,645.333,0,5
75450,639.413,0,5
75563,616.779,0,5
75674,633.6,0,5
75785,633.6,0,5
75885,813.12,0,5
76000,707.061,0,5
76112,726,0,5
76224,732.541,0,5
76336,1046.49,0,5
76447,732.541,0,5
76558,739.2,0,5
76669,732.541,0,5
76780,732.541,0,5
76909,194.162,1.9,6
77011,920.079,1.8,6
77124,829.714,1.69,6
77238,815.158,1.57,6
77352,815.158,1.46,6
77466,822.372,1.341,6
77579,829.714,1.23,6
77679,813.12,1.131,6
77792,829.714,1.02,6
77892,813.12,0.921,6
78005,829.714,0.81,6
78114,959.119,0.701,6
78217,911.059,0.59,6
78320,911.059,0.49,6
78423,902.214,0.39,6
78526,911.059,0.289,6
78629,902.214,0.18,6
78731,920.079,0.079,6
78834,902.214,0,6
78937,911.059,0,6
79040,902.214,0,6
79143,911.059,0,6
79253,1056,0,6
79359,995.657,0,6
79466,986.264,0,6
79570,1005.23,0,6
79676,986.264,0,6
79782,986.264,0,6
79888,995.657,0,6
79993,1005.23,0,6
80099,986.264,0,6
80205,995.657,0,6
80311,986.264,0,6
80420,1183.11,0,6
80528,1075.56,0,6
80636,1075.56,0,6
80745,1065.69,0,6
80856,1056,0,6
80962,1095.85,0,6
81068,1106.29,0,6
81177,1065.69,0,6
81285,1085.61,0,6
81393,1075.56,0,6
81500,1205.43,0,6
81609,1172.26,0,6
81719,1172.26,0,6
81819,1161.6,0,6
81920,1161.6,0,6
82020,1161.6,0,6
82130,1172.26,0,6
82230,1161.6,0,6
82340,1172.26,0,6
82440,1161.6,0,6
82540,1161.6,0,6
82647,1315.02,0,6
82750,1240.54,0,6
82852,1265.11,0,6
82955,1240.54,0,6
83057,1252.71,0,6
83160,1252.71,0,6
83263,1240.54,0,6
83366,1252.71,0,6
83466,813.12,0,6
83567,1277.76,0,6
83676,1172.26,0,6
83783,1205.43,0,6
83890,1302.73,0,6
83994,1240.54,0,6
84099,1216.91,0,6
84203,1116.92,0,6
84310,1194.17,0,6
84570,53.7081,1.83,7
84690,968,1.71,7
84870,973.408,1.53,7
85053,127.648,1.349,7
85158,553.143,1.24,7
85288,625.477,1.11,7
85396,977.047,0.999,7
85501,1106.29,0.9,7
85601,1161.6,0.799,7
85704,1822.12,0.691,7
85811,1424.6,0.59,7
85918,1424.6,0.48,7
86024,1438.17,0.37,7
86125,1610.14,0.269,7
86225,1510.08,0.17,7
86326,1510.08,0.07,7
86426,1510.08,0,7
86527,1495.13,0,7
86637,1478.4,0,7
86743,1548.8,0,7
86844,1495.13,0,7
86959,1426.53,0,7
87060,1610.14,0,7
87161,1495.13,0,7
87263,1708.24,0,7
87367,1578.87,0,7
87468,1610.14,0,7
87570,1610.14,0,7
87673,1578.87,0,7
87775,1610.14,0,7
87879,1563.69,0,7
87980,1626.24,0,7
88082,1594.35,0,7
88185,1594.35,0,7
88287,1594.35,0,7
88393,1770.06,0,7
88496,1691.65,0,7
88600,1691.65,0,7
88704,1675.38,0,7
88808,1691.65,0,7
88912,1691.65,0,7
89016,1691.65,0,7
89119,1691.65,0,7
89225,1659.43,0,7
89328,1708.24,0,7
89432,1787.08,0,7
89538,1770.06,0,7
89640,1708.24,0,7
89774,426.514,1.91,8
89883,1720.89,1.8,8
89986,1822.12,1.701,8
90086,1742.4,1.6,8
90192,1770.06,1.49,8
90294,1725.15,1.39,8
90397,1804.43,1.29,8
90503,1753.36,1.18,8
90611,1720.89,1.07,8
90716,1898.77,0.971,8
90816,1742.4,0.871,8
90965,1090.29,2.721,8
91071,1753.36,2.61,8
91177,1770.06,2.511,8
91283,1770.06,2.4,8
91389,1753.36,2.291,8
91490,1742.4,2.19,8
91596,1753.36,2.091,8
91701,1770.06,2,9
91855,1090.29,3.851,9
91966,1674.38,3.741,9
92067,1858.56,3.641,9
92173,1753.36,3.531,9
92280,1753.36,3.42,9
92380,1742.4,3.32,9
92486,1753.36,3.22,9
92588,1495.13,3.11,9
92693,1770.06,3.01,9
92799,1753.36,2.9,9
92942,1028.64,4.76,9
93043,1742.4,4.661,9
93149,1753.36,4.55,9
93255,1770.06,4.45,9
93361,1753.36,4.34,9
93466,1327.54,4.241,9
93569,1708.24,4.13,9
93671,1725.15,4.03,9
93774,1708.24,3.94,10
93875,1725.15,3.84,10
93976,1725.15,3.74,10
94081,1787.08,3.63,10
94186,1770.06,3.529,10
94288,1725.15,3.421,10
94391,1708.24,3.319,10
94491,1742.4,3.219,10
94598,1424.6,3.11,10
94701,1691.65,3.009,10
94802,1974.72,2.909,10
94906,2680.62,2.809,10
95012,1534.19,2.701,10
95114,1708.24,2.601,10
95218,1804.43,2.49,10
95320,1708.24,2.391,10
95420,1742.4,2.289,10
95522,1725.15,2.191,10
95626,1691.65,2.091,10
95729,1691.65,1.991,11
95830,1725.15,1.89,11
95932,1725.15,1.791,11
96033,1725.15,1.691,11
96189,328.238,3.531,11
96291,1265.11,3.431,11
96392,1265.11,3.331,11
96495,1127.77,3.231,11
96600,1787.08,3.121,11
96704,1563.69,3.02,11
96810,1770.06,2.91,11
96923,1763.14,2.801,11
97029,1753.36,2.691,11
97135,1753.36,2.591,11
97242,1753.36,2.48,11
97347,1770.06,2.381,11
97447,1742.4,2.281,11
97553,1880.69,2.171,11
97653,1742.4,2.07,11
97759,1770.06,1.98,12
97865,1753.36,1.881,12
97971,1770.06,1.771,12
98077,1770.06,1.67,12
98177,1742.4,1.57,12
98283,1770.06,1.461,12
98383,1742.4,1.361,12
98488,1787.08,1.25,12
98595,1845.53,1.15,12
98701,1753.36,1.04,12
98803,1725.15,0.94,12
98907,1787.08,0.84,12
99008,1725.15,0.731,12
99112,1787.08,0.631,12
99218,1770.06,0.52,12
99318,1742.4,0.421,12
99424,1753.36,0.32,12
99530,1753.36,0.21,12
99636,1753.36,0.11,12
99736,1858.56,0.01,12
99842,1770.06,0,12
99948,1770.06,0,12
100054,1753.36,0,12
100161,1753.36,0,12
100266,1770.06,0,12
100372,1770.06,0,12
100472,1742.4,0,12
100578,1770.06,0,12
100684,1753.36,0,12
100790,1753.36,0,12
100898,1845.53,0,12
101003,1770.06,0,12
101109,1770.06,0,12
101215,1753.36,0,12
101321,1770.06,0,12
101421,1742.4,0,12
101527,1770.06,0,12
101633,1753.36,0,12
101739,1770.06,0,12
101845,1753.36,0,12
101947,1725.15,0,12
102051,1898.77,0,12
102157,1770.06,0,12
102263,1770.06,0,12
102364,1742.4,0,12
102469,1770.06,0,12
102654,430.462,1.911,13
102761,1753.36,1.801,13
102866,1787.08,1.701,13
102966,1742.4,1.601,13
103072,1770.06,1.49,13
103172,1858.56,1.391,13
103281,1705.1,1.281,13
103384,1822.12,1.181,13
103486,1265.11,1.081,13
103587,1495.13,0.98,13
103691,1353.32,0.871,13
103791,1393.92,0.772,13
103894,1366.59,0.671,13
103997,1252.71,0.571,13
104106,1290.67,0.461,13
104208,1252.71,0.361,13
104318,1172.26,0.251,13
104424,995.657,0.141,13
104529,1659.43,0.041,13
104633,1675.38,0,13
104735,1725.15,0,13
104840,1675.38,0,13
104943,1353.32,0,13
105048,1548.8,0,13
105148,1510.08,0,13
105253,1452,0,13
105360,1424.6,0,13
105472,1452,0,13
105582,1278.83,0,13
105685,1366.59,0,13
105788,1353.32,0,13
105907,1181.29,0,13
106016,1290.67,0,13
106118,1936,0,13
106221,1480.47,0,13
106321,1742.4,0,13
106427,1770.06,0,13
106533,1753.36,0,13
106639,1880.69,0,13
106739,1742.4,0,13
106845,1770.06,0,13
106951,1770.06,0,13
107057,1753.36,0,13
107163,1753.36,0,13
107264,1742.4,0,13
107369,1770.06,0,13
107475,1753.36,0,13
107581,1770.06,0,13
107682,1858.56,0,13
107787,1787.08,0,13
107887,1742.4,0,13
107993,1770.06,0,13
108099,1753.36,0,13
108205,1753.36,0,13
108310,1770.06,0,13
108411,1742.4,0,13
108517,1753.36,0,13
108623,1770.06,0,13
108729,1753.36,0,13
108835,1880.69,0,13
108941,1770.06,0,13
109087,430.462,1.91,14
109193,1753.36,1.801,14
109299,1770.06,1.7,14
109405,1770.06,1.59,14
109511,1753.36,1.481,14
109618,1753.36,1.381,14
109726,1736.97,1.27,14
109830,1787.08,1.171,14
109936,1753.36,1.061,14
110042,1880.69,0.951,14
110152,1584,0.84,14
110255,1936,0.741,14
110361,1770.06,0.641,14
110462,1725.15,0.531,14
110566,1804.43,0.431,14
110666,1742.4,0.33,14
110772,1753.36,0.22,14
110878,1770.06,0.121,14
110984,1753.36,0.011,14
111085,1858.56,0,14
111185,1626.24,0,14
111286,1610.14,0,14
111386,1626.24,0,14
111487,1626.24,0,14
111588,1626.24,0,14
111688,1626.24,0,14
111796,1628.41,0,14
111896,1626.24,0,14
111997,1626.24,0,14
112097,1626.24,0,14
112198,1610.14,0,14
112306,1628.41,0,14
112409,1480.47,0,14
112512,1466.1,0,14
112614,1480.47,0,14
112717,1480.47,0,14
112820,1466.1,0,14
112923,1480.47,0,14
113025,1480.47,0,14
113128,1480.47,0,14
113231,1466.1,0,14
113333,1480.47,0,14
113439,1438.17,0,14
113547,968,0,14
113649,1265.11,0,14
113750,1277.76,0,14
113852,1252.71,0,14
113960,1302.73,0,14
114063,1240.54,0,14
114168,995.657,0,14
114278,1065.69,0,14
114382,1014.99,0,14
114490,1183.11,0,14
114599,1065.69,0,14
114705,1106.29,0,14
114811,1095.85,0,14
114925,1027.96,0,14
115034,1065.69,0,14
115146,1037.14,0,14
115260,1027.96,0,14
115372,1037.14,0,14
115479,977.047,0,14
115580,1045.44,0,14
115685,1438.17,0,14
115787,1252.71,0,14
115889,1024.94,0,14
115991,1035.09,0,14
116092,1045.44,0,14
116195,1024.94,0,14
116295,1045.44,0,14
116397,1024.94,0,14
116499,1024.94,0,14
116603,1014.99,0,14
116713,1056,0,14
116827,1027.96,0,14
116963,203.17,1.91,15
117068,893.538,1.799,15
117174,876.679,1.701,15
117279,885.029,1.589,15
117384,893.538,1.491,15
117491,876.679,1.38,15
117596,885.029,1.27,15
117701,885.029,1.17,15
117807,885.029,1.06,15
117917,959.119,0.951,15
118029,732.541,0.84,15
118139,739.2,0.73,15
118250,732.541,0.62,15
118360,745.982,0.509,15
118473,719.575,0.399,15
118582,752.889,0.29,15
118693,732.541,0.18,15
118804,739.2,0.071,15
118914,739.2,0,15
119025,739.2,0,15
119128,676.66,0,15
119247,590.644,0,15
119366,590.644,0,15
119485,585.681,0,15
119603,595.692,0,15
119722,585.681,0,15
119841,590.644,0,15
119941,580.8,0,15
120059,590.644,0,15
120177,590.644,0,15
120277,580.8,0,15
120383,442.514,0,15
120489,438.34,0,15
120594,442.514,0,15
120700,438.34,0,15
120806,442.514,0,15
120912,442.514,0,15
121018,438.34,0,15
121124,442.514,0,15
121230,442.514,0,15
121336,442.514,0,15
121458,380.852,0,15
121575,300.414,0,15
121696,290.4,0,15
121814,295.322,0,15
121936,285.639,0,15
122054,297.846,0,15
122173,295.322,0,15
122292,292.84,0,15
122413,288,0,15
122525,837.189,0,15
122633,968,0,15
122740,986.264,0,15
122847,986.264,0,15
122955,968,0,15
123062,977.047,0,15
123170,977.047,0,15
123277,986.264,0,15
123385,968,0,15
123493,977.047,0,15
123603,959.119,0,15
123706,1014.99,0,15
123819,933.429,0,15
123935,707.061,0,15
124039,1228.62,0,15
124146,868.486,0,15
124255,968,0,15
124357,920.079,0,15
124458,920.079,0,15
124558,929.28,0,15
124670,941.838,0,15
124780,950.4,0,15
124884,1014.99,0,15
124985,929.28,0,15
125086,920.079,0,15
125187,929.28,0,15
125290,911.059,0,15
125390,929.28,0,15
125493,911.059,0,15
125606,925.168,0,15
125717,844.8,0,15
125828,1478.4,0,15
125930,1035.09,0,15
126041,941.838,0,15
126143,920.079,0,15
126244,920.079,0,15
126346,920.079,0,15
126447,920.079,0,15
126549,920.079,0,15
126650,920.079,0,15
126752,911.059,0,15
126853,929.28,0,15
126955,920.079,0,15
127057,1024.94,0,15
127161,893.538,0,15
127265,902.214,0,15
127368,911.059,0,15
127472,893.538,0,15
127576,902.214,0,15
127679,902.214,0,15
127783,902.214,0,15
127887,893.538,0,15
127990,911.059,0,15
128094,893.538,0,15
128203,968,0,15
128306,902.214,0,15
128416,852.55,0,15
128518,911.059,0,15
128624,885.029,0,15
128730,885.029,0,15
128836,885.029,0,15
128942,876.679,0,15
129048,885.029,0,15
129154,876.679,0,15
129260,885.029,0,15
129368,968,0,15
129477,860.444,0,15
129585,860.444,0,15
129693,860.444,0,15
129798,781.846,0,15
129910,933.429,0,15
130019,852.55,0,15
130127,868.486,0,15
130235,868.486,0,15
130344,860.444,0,15
130454,950.4,0,15
130565,844.8,0,15
130676,844.8,0,15
130787,837.189,0,15
130898,837.189,0,15
131016,794.256,0,15
131119,902.214,0,15
131244,205.105,1.913,16
131355,837.189,1.803,16
131467,837.189,1.693,16
131578,941.838,1.574,16
131691,822.372,1.463,16
131805,822.372,1.353,16
131918,822.372,1.233,16
132031,829.714,1.123,16
132131,813.12,1.023,16
132244,829.714,0.913,16
132360,801.103,0.794,16
132471,844.8,0.683,16
132584,829.714,0.573,16
132684,813.12,0.473,16
132786,920.079,0.374,16
132887,805.069,0.264,16
132989,805.069,0.163,16
133091,797.176,0.063,16
133192,805.069,0,16
133294,805.069,0,16
133396,797.176,0,16
133515,683.294,0,16
133620,670.154,0,16
133731,732.541,0,16
133831,580.8,0,16
133948,1191.38,0,16
134051,563.883,0,16
134167,606.052,0,16
134279,627.892,0,16
134395,600.828,0,16
134507,622.286,0,16
134623,606.052,0,16
134733,633.6,0,16
134848,611.368,0,16
134961,616.779,0,16
135061,580.8,0,16
135167,438.34,0,16
135274,438.34,0,16
135379,442.514,0,16
135487,434.243,0,16
135595,434.243,0,16
135700,442.514,0,16
135813,414.857,0,16
135941,457.323,0,16
136049,430.222,0,16
136498,362.192,0,16
136694,119.138,0,16
136810,200.276,0,16
136927,297.846,0,16
137044,300.414,0,16
137160,300.414,0,16
137283,380.852,0,16
137412,363,0,16
137514,341.647,0,16
137618,335.077,0,16
137721,341.647,0,16
137825,335.077,0,16
137928,341.647,0,16
138032,335.077,0,16
138135,341.647,0,16
138240,335.077,0,16
